permit_number,permit_type_descr,permit_subtype_descr,date_entered,construction_cost,address,city,state,zip,contact,ivr_tracking_number,purpose,lat,lon,category
T2017076065,Building Residential - New,Single Family Residence,2017-11-29,,1215B  LONE OAK RD,NASHVILLE,TN,37215,"BARNES, MICHAEL CUSTOM HOMES",3427303,"TO CONSTRUCT A NEW SINGEL FAMILY RES AT 3867 SQFT WITH ATTACHED GARAGE AT 543 SQFT WITH PORCHES AND DECKS....SIDEWALKS NOT REQUIRED....
need front setbacks of the 4 closest houses.
need elevation drawing showing the height of the house.
from natural grade to the very top of the structure.
PER 1964 DEEDS...SEE DEEDS...THESE TWO LOTS EXISTED UNDER PARCELS 125 & 126...(INDIVIDUALLY OVER 20,000 SQFT EACH.....THEN PLATTED TO CHANGE INTERIOR LOT LINES....STILL HPR ALLOWED ON EACH...",36.094177,-86.804696,Residential
T2017075623,Building Residential - New,Single Family Residence,2017-11-28,,559A  VERITAS ST,NASHVILLE,TN,37211,"VANCE, BRANDON DBA DESIGN BUILD EAST",3426748,"to construct 1626SF single family residence with 131Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 28.3' per avg. unit 1 of 2. lot coverage is 1068SF of max 4500SF lot coverage. not to be over any easements. Max height 3 stories or 45�.
Sidewalks are required, applicant may pay in lieu of sidewalk requirements
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.098289,-86.746484,Residential
T2017075628,Building Residential - New,Single Family Residence,2017-11-28,,559B  VERITAS ST,NASHVILLE,TN,37211,"VANCE, BRANDON DBA DESIGN BUILD EAST",3426752,"to construct 1658SF single family residence with 312Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 28.3' per avg. unit 1 of 2. lot coverage is 1068SF of max 4500SF lot coverage. not to be over any easements. Max height 3 stories or 45�.
Sidewalks are required, applicant may pay in lieu of sidewalk requirements
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.098289,-86.746484,Residential
T2017075411,Building Residential - New,Single Family Residence,2017-11-27,,1709  CASTLEMAN DR,NASHVILLE,TN,37215,BUILD NASHVILLE LLC,3426490,"Siteplan rejected, does not meet setback for garage off of Castleman.
To construct 1709 Castleman Drive of new HPR/duplex family residence with 3951 sq ft of living space, 520 sq ft of garage and 453 sq ft of porches and decks. Minimum 10 ft side setbacks on along adjacent property, 15 ft minimum house  street setback off of Castleman Drive, 20 ft minimum garage door setback off of Castleman Drive, Minimum of 6 ft between detached units 54.7 ft minimum front setback (Belmont Park Terrace is Front of Parcel) and 20' minimum rear setback. Height of 1.5 to width ratio from natural grade....Maximum building coverage on total parcel not to exceed 35%..Must conform with all easements on property... Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.",36.096688,-86.805959,Residential
T2017075360,Building Residential - New,Single Family Residence,2017-11-27,,1775  EASTWICK LN,NASHVILLE,TN,37221,"NVR, INC. T/A RYAN HOMES",3426427,THIS IS A TEST....,36.074212,-86.987876,Residential
T2017075159,Building Residential - New,Single Family Residence,2017-11-22,187325.0,1716  WOODLAND POINTE DR,NASHVILLE,TN,37214,ARMOR ROOFING OF TN LLC,3426144,"This permit to construct single family home with 2156 sf living area, I (the holder on this permit) hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code...REJECTED NEED SITE PLAN IN ORDER TO CONDUCT ZONING REVIEW.",36.120936,-86.625482,Residential
T2017075154,Building Residential - New,Single Family Residence,2017-11-22,187325.0,1712  WOODLAND POINTE DR,NASHVILLE,TN,37214,ARMOR ROOFING OF TN LLC,3426138,"This permit to construct single family home with 2156 sf living area, I (the holder on this permit) hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code�.REJECTED...SITE PLAN REQUIRED IN ORDER TO PROCESS APPLICATION.",36.120897,-86.625681,Residential
T2017074851,Building Residential - New,Single Family Residence,2017-11-21,,2076B  WHITNEY AVE,NASHVILLE,TN,37210,THE MC2 GROUP INC,3425737,"to construct 2100SF single family residence with 100Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 60.6' per avg. unit 1 of 2. lot coverage is 1288SF of max 6078SF lot coverage. not to be over any easements. Max height 2 stories or 29.9�.
sidewalks not required
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.128529,-86.751319,Residential
T2017074846,Building Residential - New,Single Family Residence,2017-11-21,,2076A  WHITNEY AVE,NASHVILLE,TN,37210,THE MC2 GROUP INC,3425732,"to construct 2100SF single family residence with 100Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 60.6' per avg. unit 1 of 2. lot coverage is 1288SF of max 6078SF lot coverage. not to be over any easements. Max height 2 stories or 29.9�.
sidewalks not required
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.128529,-86.751319,Residential
T2017074859,Building Residential - New,Single Family Residence,2017-11-21,,2078B  WHITNEY AVE,NASHVILLE,TN,37210,THE MC2 GROUP INC,3425745,"to construct 2100SF single family residence with 100Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 60.6' per avg. unit 1 of 2. lot coverage is 1288SF of max 6078SF lot coverage. not to be over any easements. Max height 2 stories or 29.9�.
sidewalks not required
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.129142,-86.751292,Residential
T2017074855,Building Residential - New,Single Family Residence,2017-11-21,,2078A  WHITNEY AVE,NASHVILLE,TN,37210,THE MC2 GROUP INC,3425742,"to construct 2100SF single family residence with 100Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 60.6' per avg. unit 1 of 2. lot coverage is 1288SF of max 6078SF lot coverage. not to be over any easements. Max height 2 stories or 29.9�.
sidewalks not required
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",36.129142,-86.751292,Residential
T2017074186,Building Residential - New,Single Family Residence,2017-11-17,,3510  HILLDALE DR,NASHVILLE,TN,37215,TRIMARK BUILDERS LLC,3424874,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 4664 SQFT WITH ATTACHED GARAGE AT 900 SQFT WITH PORCHES AND DECKS...THIS IS ONE OF TWO SINGLE FAMILY HOUSES ON THIS PROPERTY...SPLIT FROM  117-9-40 (PLAT 974/29) TO 117-9-139 (PLAT...2 LOT PLAT)...TO HPR...(TOTAL 4 HOUSES..)...117-9-L 1,2,3,4....SEE LETTER CONCERNING ORIENTATION...FRONT FACADE TO FACE HILLDALE...MAX HT 2 STORIES AND 35'...dwellings shall not exceed two stories to a maximum height of thirty-five feet. Maximum height shall be measured from either the natural grade. The natural grade shall be determined based on the average elevation of the four most exterior corners of the structure, to the TOP OF THE STRUCTURE�. Natural grade is the base ground elevation prior to grading. 
STORY means a portion of a building between the surface of any floor and the surface of the floor above it, or, if there is no floor above it, the space between such floor and the ceiling above it. A basement or cellar shall not be deemed a story if the finished floor level directly above is not more than six feet above the average elevation of the adjacent finished grade. 
For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of  Metropolitan Code�. ****SITE PLAN SENT TO FILE�
SIDE SETBACK PER PLAT MIN 20'...AND OTHER SIDE MIN 5'...REAR MIN 20'...MIN 6' BETWEEN HOUSES ON THIS PROPERTY....FRONT SETBACK MIN 47' BASED ON AVERAGE...MIN RAISED FOUNDATION AT 18  - 36 ...
**SIDEWALKS REQUIRED BUT ALLOWED TO CONTRIBUTE",36.115433,-86.827445,Residential
T2017073594,Building Residential - New,Single Family Residence,2017-11-15,,1006  FONTAINE DR,GOODLETTSVILLE,TN,37072,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),3424092,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 3100 SQFT WITH AN UNFINISHED BASEMENT/GARAGE AT 1500 SQFT WITH DECKS AND PORCHES...SIDE SETBACKS MIN 10'..FRONT MIN 90'...BASED ON AVERAGE...For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property�1�.Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility  for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general Contractor�s  licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of 
this building permit�.2.. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code�.3***You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review� Please call 811 before you dig ***SITE PLAN SENT TO FILE.
SIDEWALKS NOT REQUIRED.",36.298109,-86.741445,Residential
T2017073623,Building Residential - New,Single Family Residence,2017-11-15,,305  BREWER DR,NASHVILLE,TN,37211,SHAW CONSTRUCTION,3424123,"to construct a single family residence with 3400 sf living area, 440 sf attached garage and 220 sf deck/porch areas.  must comply with tree regulations one new two inch tree for every 30' road frontage.  129' min front s/b; 5' min side s/b; 20' min rear s/b.  PUBLIC WORKS STAFF PLEASE NOTE: SIDEWALKS ARE REQUIRED FOR THIS PROJECT.",36.056961,-86.702617,Residential
T2017072069,Building Residential - New,"Accessory Structure, Garage",2017-11-08,,760B  ALLOWAY ST,NASHVILLE,TN,37203,C W BUILDING GROUP LLC,3422233,TO CONSTRUCT A NEW DETACHED GARAGE AT 576 SQFT...WITH A MAX HEIGHT NTO TO EXCEED 16'...NOT TO BE USED FOR LIVING NOR COMMERCIAL PURPOSES...REAR MIN 10'..SIDES MIN 5 AND 3..NOTHING TO EXTEND INTO SETBACKS AND IN THE SPACE BETWEEN GARAGES EXCEPT 24  EAVES.,36.137395,-86.777846,Residential
T2017072004,Building Residential - New,Single Family Residence,2017-11-08,,760  ALLOWAY ST,NASHVILLE,TN,37203,C W BUILDING GROUP LLC,3422157,"TO CONSTRUCT A NEW SINGLE FAMILY RES AT 2754 SQFT WITH PORCHES AND DECKS...THIS IS ONE OF TWO SINGLE FAMILY HOUSES ON THIS PROPERTY...SPLIT FROM  105-6-351....HISTORY--LOTS 8,10,12..@ 4 PARCELS 192, 193, 194, 195......RETURN TO LOT LINES....ALL 3 DUPLEX ELIGIBLE..(WIDTH 74', 50', 50')...THEN PLAT....SHIFT INTERIOR LOT LINES...STILL ONLY 3 LOTS... (66', 54', 54')..FRONT STBK..23.2'..SIDES MIN 5'...MIN 6' BETWEEN HOUSES...REAR MIN 20'...FRONT PATIO WALL...MAX HT 6'..MIN 10' FRONT STBK FOR WALL....WIDTH OF HOUSE AT 19'...MAX HT AT 3 STORIES AND 28.5'.....HPR DUPLEX
NEED TO COMPLY WITH  BL2014-770 WHICH READS: the height of two detached dwelling units on a single lot cannot exceed a ratio of 1.0 horizontal to 1.5 vertical for each structure. Maximum height shall be measured from the natural grade. The natural grade shall be determined based on the average elevation of most exterior corners of the front facade, to the VERY TOP OF THE STRUCTURE.. Natural grade is the base ground elevation prior to grading. AND  DEFINITION OF .Story  means a portion of a building between the surface of any floor and the surface of the floor above it, or, if there is no floor above it, the space between such floor and the ceiling above it. A basement or cellar shall not be deemed a story if the finished floor level directly above is not more than six feet above the average elevation of the adjacent finished grade.For every 30 feet of LOT frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property� Pursuant Ordinance # 2006-1263  Metropolitan code of Laws, I (the holder on this permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. . ****SITE PLAN SENT TO FILE�
SIDEWALKS REQUIRED AND NOT ALLOWED TO CONTRIBUTE..NOTHING TO EXTEND INTO SETBACKS AND IN THE SPACE BETWEEN HOUSES EXCEPT 24  EAVES.",36.137395,-86.777846,Residential
